"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","348","Attempting to view an author that does not exist","","Sat Sep 20 16:59:17 GMT 2025","passed","Sat Sep 20 16:59:17 GMT 2025","","System responses to exceptional situations in the author catalog","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","4040","Idempotent removal - repeating the operation","","Sat Sep 20 16:59:14 GMT 2025","failed","Sat Sep 20 16:59:18 GMT 2025","","System responses to exceptional situations in the author catalog","Idempotent removal - repeating the operation",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","283","Rejecting an attempt to add an author without required information","","Sat Sep 20 16:59:18 GMT 2025","failed","Sat Sep 20 16:59:19 GMT 2025","","System responses to exceptional situations in the author catalog","Rejecting an attempt to add an author without required information",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1182","Rejecting an ambiguous update","","Sat Sep 20 16:59:18 GMT 2025","failed","Sat Sep 20 16:59:19 GMT 2025","","System responses to exceptional situations in the author catalog","Rejecting an ambiguous update",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","295","Rejecting an attempt to add a book without required information","","Sat Sep 20 16:59:19 GMT 2025","failed","Sat Sep 20 16:59:19 GMT 2025","","System responses to exceptional situations in the book catalog","Rejecting an attempt to add a book without required information",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","1141","View an existing book","","Sat Sep 20 16:59:19 GMT 2025","failed","Sat Sep 20 16:59:20 GMT 2025","","Manage books in the bookstore","View an existing book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1791","Attempting to view an author that does not exist","","Sat Sep 20 16:59:15 GMT 2025","passed","Sat Sep 20 16:59:17 GMT 2025","","System responses to exceptional situations in the author catalog","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1150","Rejecting an ambiguous update","","Sat Sep 20 16:59:18 GMT 2025","failed","Sat Sep 20 16:59:19 GMT 2025","","System responses to exceptional situations in the book catalog","Rejecting an ambiguous update",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","1407","Update a book","","Sat Sep 20 16:59:17 GMT 2025","failed","Sat Sep 20 16:59:19 GMT 2025","","Manage books in the bookstore","Update a book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","300","Rejecting an attempt to add an author without required information","","Sat Sep 20 16:59:18 GMT 2025","failed","Sat Sep 20 16:59:18 GMT 2025","","System responses to exceptional situations in the author catalog","Rejecting an attempt to add an author without required information",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","3502","Remove a book","","Sat Sep 20 16:59:14 GMT 2025","failed","Sat Sep 20 16:59:17 GMT 2025","","Manage books in the bookstore","Remove a book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","285","Rejecting an attempt to add a book without required information","","Sat Sep 20 16:59:19 GMT 2025","failed","Sat Sep 20 16:59:20 GMT 2025","","System responses to exceptional situations in the book catalog","Rejecting an attempt to add a book without required information",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","860","View an existing author","","Sat Sep 20 16:59:19 GMT 2025","failed","Sat Sep 20 16:59:19 GMT 2025","","Manage authors in the bookstore","View an existing author",""
