"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","981","Add a new author","","Mon Sep 22 18:37:02 GMT 2025","failed","Mon Sep 22 18:37:03 GMT 2025","","Happy path for authors","Add a new author",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","2373","Update a book","","Mon Sep 22 18:36:59 GMT 2025","failed","Mon Sep 22 18:37:01 GMT 2025","","Happy path for books","Update a book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","2012","Attempting to view an author that does not exist","","Mon Sep 22 18:36:59 GMT 2025","passed","Mon Sep 22 18:37:01 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1882","Attempting to view an author that does not exist","","Mon Sep 22 18:36:57 GMT 2025","passed","Mon Sep 22 18:36:59 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","392","Rejecting an attempt to add an author without required information","","Mon Sep 22 18:37:01 GMT 2025","failed","Mon Sep 22 18:37:02 GMT 2025","","Edge cases for authors","Rejecting an attempt to add an author without required information",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","2368","Update an author","","Mon Sep 22 18:36:59 GMT 2025","failed","Mon Sep 22 18:37:01 GMT 2025","","Happy path for authors","Update an author",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","2869","Remove a book","","Mon Sep 22 18:36:56 GMT 2025","failed","Mon Sep 22 18:36:59 GMT 2025","","Happy path for books","Remove a book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","400","Rejecting an attempt to add a book without required information","","Mon Sep 22 18:37:01 GMT 2025","failed","Mon Sep 22 18:37:02 GMT 2025","","Edge cases for books","Rejecting an attempt to add a book without required information",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","1109","Fast end-to-end path CRUD","","Mon Sep 22 18:37:02 GMT 2025","failed","Mon Sep 22 18:37:03 GMT 2025","","Happy path for authors","Fast end-to-end path CRUD",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","427","Attempting to view a book that does not exist","","Mon Sep 22 18:37:03 GMT 2025","passed","Mon Sep 22 18:37:03 GMT 2025","","Edge cases for books","Attempting to view a book that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","3187","Idempotent removal - repeating the operation","","Mon Sep 22 18:36:56 GMT 2025","failed","Mon Sep 22 18:36:59 GMT 2025","","Edge cases for authors","Idempotent removal - repeating the operation",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","995","Add a new book","","Mon Sep 22 18:37:03 GMT 2025","failed","Mon Sep 22 18:37:04 GMT 2025","","Happy path for books","Add a new book",""
